CódigoTransação,DataVenda,Mes,Produto,Status,FormaPagamento,Parcelas,ValorParcela,ValorVenda,ValorComissão,ValorTotalVenda,TipoCheckout,Vendedor
PPCPMTB5EA3J3I,2024-04-15 23:55:57,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA3J3H,2024-04-15 23:55:57,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA3MBE,2024-04-16 00:40:44,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA419G,2024-04-16 02:23:29,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA419L,2024-04-16 02:23:30,2024-04,Order bump 2,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA419J,2024-04-16 02:23:30,2024-04,Order bump 1,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4202,2024-04-16 02:41:27,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA44CL,2024-04-16 04:30:54,2024-04,upsell,Expirado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA44KJ,2024-04-16 04:39:34,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA450K,2024-04-16 04:51:48,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA450L,2024-04-16 04:51:49,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4542,2024-04-16 04:57:30,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4669,2024-04-16 05:34:46,2024-04,Produto principal,Aprovado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5EA466B,2024-04-16 05:34:46,2024-04,Order bump 1,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA466D,2024-04-16 05:34:47,2024-04,Order bump 2,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA46FF,2024-04-16 05:46:27,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA47HM,2024-04-16 06:14:26,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA47HN,2024-04-16 06:14:26,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA488M,2024-04-16 06:25:35,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4891,2024-04-16 06:25:36,2024-04,Order bump 1,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4892,2024-04-16 06:25:36,2024-04,Order bump 2,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4D74,2024-04-16 07:19:41,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4D7E,2024-04-16 07:19:42,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4D79,2024-04-16 07:19:42,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4F48,2024-04-16 07:32:41,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4FP0,2024-04-16 07:38:18,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4FP2,2024-04-16 07:38:19,2024-04,Order bump 2,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4FP1,2024-04-16 07:38:19,2024-04,Order bump 1,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4G21,2024-04-16 07:39:07,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4H81,2024-04-16 07:47:38,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4H89,2024-04-16 07:47:39,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4H87,2024-04-16 07:47:39,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4HH1,2024-04-16 07:49:32,2024-04,Produto principal,Rejeitado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4HJ9,2024-04-16 07:50:09,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4HLF,2024-04-16 07:50:37,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4IEJ,2024-04-16 07:55:40,2024-04,upsell,Aprovado,Pix,1,0.0,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA4IJ3,2024-04-16 07:56:50,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4J8F,2024-04-16 08:00:56,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4J8K,2024-04-16 08:00:57,2024-04,Order bump 1,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4JIH,2024-04-16 08:03:19,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4JIM,2024-04-16 08:03:23,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4JM2,2024-04-16 08:04:15,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4JMA,2024-04-16 08:04:15,2024-04,Order bump 2,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4JO7,2024-04-16 08:04:42,2024-04,upsell,Expirado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA4K1C,2024-04-16 08:05:30,2024-04,upsell,Expirado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA4KJG,2024-04-16 08:10:22,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4KOD,2024-04-16 08:11:45,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4L5C,2024-04-16 08:13:37,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4L58,2024-04-16 08:13:37,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4LHL,2024-04-16 08:16:59,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4LHP,2024-04-16 08:17:02,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4M2G,2024-04-16 08:20:06,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA4MD7,2024-04-16 08:23:13,2024-04,Produto principal,Cancelado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4NG2,2024-04-16 08:30:44,2024-04,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5EA4NGB,2024-04-16 08:30:51,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4NHD,2024-04-16 08:31:03,2024-04,Order bump 1,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4NH7,2024-04-16 08:31:03,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4O0C,2024-04-16 08:33:01,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4O07,2024-04-16 08:33:01,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4O2K,2024-04-16 08:33:43,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4O3B,2024-04-16 08:33:51,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4O39,2024-04-16 08:33:51,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4OG8,2024-04-16 08:36:57,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA4OI5,2024-04-16 08:37:24,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4OI7,2024-04-16 08:37:24,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4PBK,2024-04-16 08:42:25,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA4PBO,2024-04-16 08:42:25,2024-04,Order bump 2,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA50A3,2024-04-16 08:48:45,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA50LE,2024-04-16 08:51:14,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5158,2024-04-16 08:53:46,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA5260,2024-04-16 09:00:17,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA5362,2024-04-16 09:02:58,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA57E3,2024-04-16 09:11:17,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA588K,2024-04-16 09:12:39,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA588N,2024-04-16 09:12:39,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA58IE,2024-04-16 09:13:07,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA59I1,2024-04-16 09:15:45,2024-04,Produto principal,Rejeitado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5AH6,2024-04-16 09:17:41,2024-04,Produto principal,Aprovado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5AJ0,2024-04-16 09:17:44,2024-04,Order bump 1,Aprovado,Cartão de Crédito,2,7.79,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5AK8,2024-04-16 09:17:47,2024-04,Order bump 2,Aprovado,Cartão de Crédito,2,7.79,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5BB1,2024-04-16 09:18:25,2024-04,Produto principal,Cancelado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5BK6,2024-04-16 09:18:58,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5D0I,2024-04-16 09:22:54,2024-04,upsell,Cancelado,Cartão de Crédito,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA5D8I,2024-04-16 09:23:19,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5D9F,2024-04-16 09:23:19,2024-04,Order bump 1,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5D9P,2024-04-16 09:23:20,2024-04,Order bump 2,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5DE7,2024-04-16 09:24:06,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5DK5,2024-04-16 09:25:15,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5E40,2024-04-16 09:26:35,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5EEO,2024-04-16 09:27:38,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA5EHN,2024-04-16 09:27:58,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5EI5,2024-04-16 09:27:59,2024-04,Order bump 2,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5F25,2024-04-16 09:29:18,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5GDI,2024-04-16 09:35:02,2024-04,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5EA5GIE,2024-04-16 09:36:18,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5GK4,2024-04-16 09:36:34,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA5H8H,2024-04-16 09:39:41,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA5HFF,2024-04-16 09:40:59,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5IE7,2024-04-16 09:45:26,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5IEB,2024-04-16 09:45:26,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5II1,2024-04-16 09:46:10,2024-04,upsell,Expirado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA5JNL,2024-04-16 09:51:56,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5KI6,2024-04-16 09:55:46,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5KI2,2024-04-16 09:55:46,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5KLK,2024-04-16 09:56:28,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5M03,2024-04-16 10:01:28,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5MB1,2024-04-16 10:03:04,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5NK8,2024-04-16 10:08:54,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5NKD,2024-04-16 10:08:55,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5NKF,2024-04-16 10:08:55,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5O4F,2024-04-16 10:10:58,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5O4I,2024-04-16 10:10:59,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5O9E,2024-04-16 10:11:48,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA5PMA,2024-04-16 10:19:08,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA609G,2024-04-16 10:21:52,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA60D1,2024-04-16 10:22:34,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA60MI,2024-04-16 10:24:35,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA61CJ,2024-04-16 10:27:55,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA61D0,2024-04-16 10:27:57,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA61G2,2024-04-16 10:28:29,2024-04,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5EA61G9,2024-04-16 10:28:30,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA61GA,2024-04-16 10:28:31,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA61J4,2024-04-16 10:29:09,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA61J9,2024-04-16 10:29:09,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA61KF,2024-04-16 10:29:24,2024-04,Produto principal,Cancelado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA61M2,2024-04-16 10:29:46,2024-04,Produto principal,Rejeitado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA62B8,2024-04-16 10:33:05,2024-04,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5EA62E3,2024-04-16 10:33:36,2024-04,Produto principal,Cancelado,Cartão de Crédito,7,15.56,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA630P,2024-04-16 10:36:56,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6315,2024-04-16 10:36:56,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA6340,2024-04-16 10:37:41,2024-04,Produto principal,Aprovado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5EA63AM,2024-04-16 10:39:04,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA63L0,2024-04-16 10:41:30,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA643G,2024-04-16 10:43:27,2024-04,Produto principal,Cancelado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA647M,2024-04-16 10:44:15,2024-04,upsell,Cancelado,Cartão de Crédito,12,7.42,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA649G,2024-04-16 10:44:39,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA64H2,2024-04-16 10:46:26,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA64HO,2024-04-16 10:46:37,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA64I2,2024-04-16 10:46:37,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA64I4,2024-04-16 10:46:38,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA654I,2024-04-16 10:49:41,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA654P,2024-04-16 10:49:46,2024-04,Produto principal,Aprovado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6558,2024-04-16 10:49:49,2024-04,Order bump 1,Aprovado,Cartão de Crédito,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA655F,2024-04-16 10:49:52,2024-04,Order bump 2,Aprovado,Cartão de Crédito,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA65L7,2024-04-16 10:53:43,2024-04,upsell,Cancelado,Cartão de Crédito,12,7.42,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA663P,2024-04-16 10:55:39,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA666F,2024-04-16 10:56:25,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA66A2,2024-04-16 10:57:26,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA66A6,2024-04-16 10:57:27,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA66B2,2024-04-16 10:57:41,2024-04,upsell,Expirado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA66DM,2024-04-16 10:58:14,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA66DG,2024-04-16 10:58:14,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA66HB,2024-04-16 10:59:05,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA66JN,2024-04-16 10:59:41,2024-04,Produto principal,Aprovado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5EA66K1,2024-04-16 10:59:42,2024-04,Order bump 1,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA66KE,2024-04-16 10:59:49,2024-04,upsell,Expirado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA699H,2024-04-16 11:14:06,2024-04,upsell,Expirado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA69PJ,2024-04-16 11:16:52,2024-04,upsell,Expirado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA6A57,2024-04-16 11:17:58,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6AEE,2024-04-16 11:19:29,2024-04,Order bump 1,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA6AEB,2024-04-16 11:19:29,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6AJ2,2024-04-16 11:20:21,2024-04,Produto principal,Aprovado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6B09,2024-04-16 11:21:38,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6B0A,2024-04-16 11:21:38,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA6BEM,2024-04-16 11:24:20,2024-04,upsell,Rejeitado,Cartão de Crédito,12,7.42,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA6C04,2024-04-16 11:26:33,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6CD0,2024-04-16 11:29:09,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6DK7,2024-04-16 11:35:33,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA6EK5,2024-04-16 11:40:47,2024-04,upsell,Aprovado,Pix,1,0.0,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA6FAE,2024-04-16 11:44:26,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6FAJ,2024-04-16 11:44:27,2024-04,Order bump 2,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA6FAI,2024-04-16 11:44:27,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA6FAH,2024-04-16 11:44:28,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6FOC,2024-04-16 11:47:34,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6H79,2024-04-16 11:54:43,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6J5C,2024-04-16 12:05:14,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6J5G,2024-04-16 12:05:14,2024-04,Order bump 1,Aprovado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA6KPM,2024-04-16 12:14:05,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6L3B,2024-04-16 12:14:48,2024-04,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6L3G,2024-04-16 12:14:49,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6L67,2024-04-16 12:15:20,2024-04,upsell,Aprovado,Pix,1,73.94,73.94,69.32,"73,94",default,Produtor
PPCPMTB5EA6LB8,2024-04-16 12:16:17,2024-04,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5EA6M1B,2024-04-16 12:19:19,2024-04,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5EA6M1G,2024-04-16 12:19:19,2024-04,Order bump 1,Expirado,Pix,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
